,Inside,Color,State,Shape,Material,Object,Finish,Metal Clip,Rubber Ring,Handle,Closure
2856,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2857,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2858,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2859,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2860,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2861,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2862,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2863,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2864,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2865,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,True,No
2866,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2867,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2868,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2869,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2870,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2871,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2872,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2873,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2874,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2875,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2876,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2877,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2878,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2879,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2880,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2881,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2882,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2883,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2884,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2885,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2886,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2887,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2888,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2889,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2890,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2891,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2892,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2893,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2894,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2895,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2896,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2897,Empty,Translucent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2898,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Swing-top
2899,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2900,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2901,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2902,Empty,Transparent,Open,Complex,Glass,Bottle,Twist,False,False,False,No
2903,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2904,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2905,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2906,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2907,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2908,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2909,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2910,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2911,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2912,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2913,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2914,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2915,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2916,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2917,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2918,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2919,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2920,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2921,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2922,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2923,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2924,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2925,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2926,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2927,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2928,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2929,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2930,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2931,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2932,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2933,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2934,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2935,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2936,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2937,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2938,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,True,True,False,Snap
2939,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2940,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2941,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2942,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2943,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2944,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2945,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,True,No
2946,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2947,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2948,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2949,Empty,Translucent,Open,Oval,Glass,Bottle,Snap,False,False,False,No
2950,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,True,No
2951,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
2952,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2953,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Snap,True,True,False,Snap
2954,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2955,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2956,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2957,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2958,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2959,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2960,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2961,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2962,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2963,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2964,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2965,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2966,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2967,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2968,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2969,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2970,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2971,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2972,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2973,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2974,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2975,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2976,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2977,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2978,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
2979,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2980,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2981,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2982,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2983,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2984,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2985,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2986,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2987,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2988,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
2989,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2990,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2991,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2992,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2993,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2994,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2995,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2996,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2997,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2998,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2999,Empty,Translucent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3000,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3001,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3002,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3003,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3004,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3005,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3006,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3007,Empty,Translucent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3008,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3009,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3010,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3011,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3012,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3013,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3014,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3015,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
3016,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3017,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3018,Empty,Translucent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3019,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3020,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3021,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3022,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3023,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3024,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3025,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3026,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3027,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3028,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3029,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3030,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3031,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3032,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3033,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3034,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3035,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3036,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3037,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3038,Empty,Translucent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3039,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3040,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3041,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3042,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3043,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3044,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3045,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3046,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3047,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3048,Empty,Transparent,Open,Oval,Glass,Bottle,Snap,False,False,False,No
3049,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3050,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3051,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3052,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3053,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3054,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3055,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3056,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3057,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3058,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3059,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3060,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3061,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3062,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3063,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3064,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3065,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3066,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3067,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3068,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3069,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
3070,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3071,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3072,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3073,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3074,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3075,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3076,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
3077,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
3078,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
3079,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3080,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3081,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3082,Empty,Transparent,Open,Oval,Glass,Bottle,Snap,False,False,False,No
3083,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3084,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3085,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
3086,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3087,Empty,Transparent,Open,Oval,Glass,Bottle,Snap,False,False,False,No
3088,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
3089,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
3090,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
3091,Empty,Translucent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3092,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3093,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3094,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3095,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3096,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3097,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3098,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3099,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3100,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3101,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3102,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3103,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3104,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3105,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3106,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3107,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3108,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3109,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3110,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3111,Empty,Translucent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
3112,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3113,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3114,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3115,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3116,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3117,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3118,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3119,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3120,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3121,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3122,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3123,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3124,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3125,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3126,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3127,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3128,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3129,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3130,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3131,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3132,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3133,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3134,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3135,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
3136,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3137,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
3138,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Snap,True,True,False,Snap
3139,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Snap,True,True,False,Snap
3140,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3141,Empty,Opaque,Open,Cylindrical,Plastic,Jar,Snap,False,False,False,No
3142,Empty,Opaque,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No
3143,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3144,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
3145,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3146,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3147,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3148,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3149,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3150,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3151,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3152,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Snap,True,True,False,Snap
3153,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3154,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3155,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3156,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3157,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Swing-top,False,False,False,Swing-top
3158,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Swing-top,False,False,False,Swing-top
3159,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3160,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3161,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3162,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
3163,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No
3164,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3165,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3166,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3167,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
3168,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Snap,True,True,False,Snap
3169,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Snap,True,True,False,Snap
3170,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3171,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Swing-top,False,False,False,Swing-top
3172,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3173,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3174,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3175,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3176,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3177,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
3178,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3179,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
3180,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
