Index,Inside,Color,State,Shape,Material,Object,Finish,Metal Clip,Rubber Ring,Handle,Closure,Affordance:Empty,Affordance:Fill,Affordance:Close,Affordance:Open,Affordance:Unscrew,Affordance:Lift,Affordance:Swing,Affordance:PullRubber,Affordance:RemoveClip,Affordance:GrabHandle,Affordance:FlipOff,Affordance:FlipLid,Affordance:Squeeze,Affordance:PressDown,Affordance:PullUp,Affordance:Corkscrew,Affordance:RemoveSeal
3114,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3115,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3116,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3117,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3118,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3119,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3120,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3121,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3122,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3123,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3124,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3125,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3126,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3127,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3128,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3129,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3130,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3131,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3132,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3133,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3134,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3135,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3136,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3137,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3138,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Snap,True,True,False,Snap,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False
3139,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Snap,True,True,False,Snap,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False
3140,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3141,Empty,Opaque,Open,Cylindrical,Plastic,Jar,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3142,Empty,Opaque,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3143,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3144,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3145,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3146,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3147,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3148,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3149,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3150,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3151,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3152,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Snap,True,True,False,Snap,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False
3153,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3154,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3155,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3156,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3157,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Swing-top,False,False,False,Swing-top,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
3158,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Swing-top,False,False,False,Swing-top,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
3159,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3160,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3161,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3162,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3163,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3164,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3165,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3166,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3167,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3168,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Snap,True,True,False,Snap,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False
3169,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Snap,True,True,False,Snap,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False
3170,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3171,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Swing-top,False,False,False,Swing-top,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
3172,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3173,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3174,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3175,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3176,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3177,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3178,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3179,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3180,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3181,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3182,Empty,Transparent,Open,Cylindrical,Glass,Jar,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3183,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3184,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3185,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3186,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3187,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3188,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3189,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3190,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3191,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3192,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3193,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,True,No,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3194,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3195,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3196,Empty,Transparent,Open,Oval,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3197,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3198,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3199,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3200,Empty,Transparent,Closed,Rectangular,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3201,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3202,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3203,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3204,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3205,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3206,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3207,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3208,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3209,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3210,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3211,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3212,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3213,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3214,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3215,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3216,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3217,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3218,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3219,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3220,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3221,Full,Opaque,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3222,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3223,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3224,Full,Transparent,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3225,Full,Transparent,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3226,Full,Transparent,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3227,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3228,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3229,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3230,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3231,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3232,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Swing-top,False,False,False,Swing-top,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
3233,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Snap,True,True,False,Snap,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False
3234,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Swing-top,False,False,False,Swing-top,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
3235,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3236,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3237,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3238,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Swing-top,False,False,False,Swing-top,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
3239,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3240,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3241,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3242,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3243,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3244,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3245,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Snap,False,False,True,Snap,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
3246,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3247,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3248,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Snap,True,True,False,Snap,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False
3249,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Snap,True,True,False,Snap,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False
3250,Empty,Transparent,Closed,Rectangular,Glass,Jar,Snap,True,True,False,Snap,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False
3251,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Snap,True,True,False,Snap,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False
3252,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3253,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3254,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3255,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3256,Full,Opaque,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3257,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3258,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3259,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3260,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3261,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3262,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3263,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3264,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3265,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3266,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3267,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3268,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3269,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3270,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3271,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3272,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3273,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3274,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3275,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3276,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,True,No,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3277,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3278,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3279,Empty,Transparent,Open,Oval,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3280,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3281,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3282,Empty,Transparent,Closed,Rectangular,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3283,Empty,Transparent,Closed,Rectangular,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3284,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3285,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3286,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3287,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3288,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3289,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3290,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3291,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3292,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
